f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,target
10899,B,-437,-2482,-1342,13246,-13,C,,A,-255,L,3373,-11654,484,2479,1786,169,3551,B,G,A,-3152,A,8433,B,A,9909,-4229,-19874,52,-4334,2757,I,-9221,A,-6128,32150,,-566,J,J,G,-5640,261,G,A,,2405,2083,-12809,186,,-33897,-6926,-8169,382,-4567,515,-24482,-15440,-7571,-2554,B,1911,295,-6680,-57,D,D,87
,B,,-3988,-2183,21562,43,C,4318,A,-537,A,5680,-18868,583,3754,2773,,5838,B,E,A,-5219,A,13804,G,A,15943,-7131,-32261,36,-7145,4362,I,-14579,A,-9883,51789,1074,-725,J,J,E,-9333,703,,A,-343,3717,3527,-20221,358,-1314,-55115,-10942,-13053,869,-7346,749,-39389,-24763,-12307,-4585,B,2993,492,-10850,72,D,D,87
18106,B,-708,-4051,-2100,22145,-7,C,4427,A,-627,A,5852,-19394,917,4249,2782,489,5742,B,I,A,-5471,A,14082,B,A,16328,-6995,-32756,-47,-7242,,I,-15116,A,-10200,53108,1118,-762,J,,E,-9174,356,G,A,-416,3651,3283,-20782,184,-1287,-56107,-11362,-13151,586,-7567,817,-40337,-25292,-12146,-4572,B,3027,296,-10996,176,A,D,87
37594,E,-1444,,-4647,45452,-84,F,9502,C,-956,D,12116,-40184,2308,8989,5699,109,12242,A,F,A,-10967,A,29491,K,G,34067,-15253,-67301,-971,-14932,9031,E,-31476,D,-21077,110947,2043,-1198,E,K,E,-19210,1227,D,A,-1029,7806,7068,-43367,99,-3058,-116563,-22427,-28043,1672,-16208,,-84198,-51314,-25709,-9760,B,6249,997,-23054,-33,H,O,87
-16220,A,,3416,1966,-19825,19,E,-4068,A,382,K,-5315,17383,-1522,,-2576,285,-5467,B,F,E,4501,,-13146,,B,-14761,6715,29032,806,6663,-3894,A,13917,A,8911,-48616,-692,289,D,E,A,8211,-497,C,B,348,-3344,-3150,18674,457,1652,50992,9062,,-749,7108,-616,36675,21876,11115,4304,,-2760,-309,9712,227,C,B,87
4849,B,-147,-1004,-689,6065,173,A,1016,A,-289,L,1407,-5312,80,890,658,90,1416,B,I,A,-1505,A,3341,A,B,4140,-1756,-9017,389,-2052,1359,I,-4240,A,-2855,13811,416,-198,J,L,G,-2610,107,E,A,-220,862,897,-5723,350,-216,-15056,-3397,-3153,95,-1923,150,-10816,-7195,-3194,-1275,B,778,,-2854,147,J,M,87
-756,I,30,108,353,-1032,-138,A,-109,A,-30,H,-446,723,-207,-126,,376,4,B,F,E,-49,A,-857,N,A,-777,430,1441,242,236,-419,H,720,A,450,-2481,-26,66,B,L,G,521,172,E,A,-62,-161,-125,955,-2,287,2465,67,913,-155,532,50,1660,1029,421,215,A,-202,33,428,216,J,M,87
-1669,I,82,122,249,-2230,196,A,-587,A,-68,H,-674,1678,-550,-695,-341,448,-723,B,I,E,299,A,-1700,A,A,-1665,765,2899,,675,-297,H,1489,A,605,-5725,148,-6,B,L,G,653,-122,E,B,-145,-622,-380,1962,278,125,5483,209,1856,-167,973,-9,3974,,1094,458,A,-168,-39,1059,147,J,M,87
33906,H,-1283,-7523,-4285,41226,44,F,8283,,-889,D,10877,-36201,1974,7633,5146,461,11003,A,E,A,-10081,A,26661,K,A,,-13617,-60924,-494,-13440,8400,E,-28404,A,-19236,99908,2001,-1356,F,A,E,-17493,1040,D,A,-899,7037,6462,-39053,,-2812,-105295,-20592,-25316,1510,-14401,1405,,-46887,-23066,-8953,B,5704,929,-20817,237,H,,87
44929,E,-1697,-9723,-5615,54471,-116,F,11128,C,-1139,D,14334,-47837,2605,10231,6859,630,14651,A,A,D,-13259,A,34890,L,A,40434,-17794,-80386,-685,-17779,10878,D,-37352,A,-25070,,2424,-1864,E,K,F,-22952,1536,O,A,-1227,9402,8299,-51340,435,-3440,-138571,-27052,-33219,1974,-19060,1574,-99729,-61939,-30407,-11712,E,7329,1271,-27432,-110,K,L,87
-23783,A,897,5131,2903,-28787,-8,,-5874,B,730,M,-7733,25223,-1526,,-3741,,-7739,D,G,E,6640,A,-19211,P,E,-21572,,42711,571,9492,-5757,A,19943,A,13169,-70402,-1206,710,D,D,,12125,-637,B,B,666,,-4667,27303,-20,2116,74039,13813,18130,-1074,10065,-937,53292,,16087,6388,A,-4036,-548,14514,181,C,B,87
45010,E,-1686,-10003,-5686,54854,98,F,11399,C,-1068,O,14579,-48300,2532,10401,6914,368,14888,A,E,D,-13243,A,35866,L,G,40841,-18482,-81111,-1015,-17886,11010,,-37884,D,-25272,133185,2441,,E,K,F,-23070,1478,O,A,-1386,9668,8562,-52106,414,-3561,-140416,-26895,-33895,1852,,1872,-101075,-62206,-30730,-12002,E,7577,1297,-27756,-18,K,L,87
21433,H,,-4726,-2647,26256,-5,C,5393,A,-737,A,6938,-22937,1313,5168,3414,452,7053,B,I,A,-6308,A,16768,G,,19248,-8257,-38553,,-8449,5225,I,-17977,A,-12203,63144,1223,-992,F,A,E,-10918,768,P,A,-449,4542,3973,-24627,-92,-1726,-66493,-13275,-15882,865,-9267,800,-47901,-29683,-14459,-5500,B,3528,490,-13060,-2,,I,87
5425,B,-351,-1333,-603,6641,-37,C,1380,A,-138,L,1782,-5606,156,1284,802,70,1780,B,F,A,-1660,A,3945,B,A,4591,-1960,-9534,158,-2096,1368,I,-4565,A,-3089,15646,305,,,L,G,-2835,227,E,A,-203,1269,1042,-6262,-10,-259,,-3501,-3754,368,-2093,141,-11983,-7434,,-1243,B,891,180,-3340,,D,M,87
6213,B,-310,-1427,-773,7951,147,A,1557,A,-226,L,1824,-6806,254,1399,869,160,2200,B,E,A,-1763,A,4888,A,A,5815,-2704,-11681,-189,-2631,1444,I,-5253,A,-3450,18934,335,-316,J,J,G,-3506,164,E,A,-101,1300,1341,-7287,61,-464,-20167,,-4903,403,-2761,234,-14373,-9160,-4369,-1721,B,1156,219,-4173,,D,M,87
-14757,A,,,1677,-17576,106,A,-3816,A,520,K,-5121,15590,-1275,-3952,-2254,-291,-4825,B,,E,4431,A,-11754,J,B,-13226,,,323,5939,-3195,H,12287,C,8152,-43239,-686,436,D,E,A,7300,-452,L,B,509,-3170,,16868,25,977,45155,8627,10991,-581,6373,-511,32686,19516,9784,3668,A,-2476,-385,8731,-181,I,B,87
13821,B,-471,-3026,-1694,17072,-4,C,3482,A,-397,A,4231,-14892,608,3222,1970,128,,B,I,,-3861,A,10849,B,A,12548,-5429,-25103,-138,-5311,3642,I,-11794,A,-7862,40906,956,-563,J,J,G,,476,G,A,-494,2754,2759,-16012,80,-1320,-43317,-8548,-10449,782,-5852,692,-31235,-19432,-9480,-3513,,2238,282,-8663,-193,D,D,87
-370,I,131,45,-55,,233,A,-384,A,-4,H,-99,221,-427,-255,,395,-103,B,E,E,-35,A,-719,,A,,270,488,608,231,133,H,287,A,8,-1532,-24,-129,B,L,G,1,-116,E,B,99,10,30,505,,-79,1459,-175,485,-67,334,-11,897,103,329,81,A,-235,118,272,75,J,M,87
10940,,-313,-2515,-1457,13407,54,C,2679,A,-336,,3576,-11711,284,2468,1875,-26,3549,B,I,A,-3147,A,8453,B,G,9855,-3943,-20181,170,-4159,2856,I,-9486,C,,32224,571,-487,J,L,G,-5847,246,G,A,-360,2061,2222,-12676,219,-1271,-34420,-7046,-8081,544,-4628,312,-24611,-15624,-7386,-3074,B,1759,328,-6988,-38,D,D,87
8859,B,-302,-1843,-1139,11107,23,C,2481,A,,A,2895,-9368,359,2012,,-131,3002,B,G,A,-2236,A,7263,B,B,8076,-3520,-16303,-229,-3402,2483,I,-7799,A,-5205,26511,520,-260,J,L,G,-4693,252,G,A,-174,1838,1748,-10566,111,-933,-28244,-5211,,643,-3693,355,,-12785,-5941,-2488,B,1593,140,,,D,M,87
-22603,A,848,4956,2676,-27283,,E,-5539,B,806,K,-7204,24006,-1414,-5358,-3356,-523,-7299,D,D,E,6622,A,-17816,J,E,-20529,9298,40372,526,8859,-5280,A,18706,C,12596,-66721,-1064,809,D,D,A,11543,-713,,B,433,-4958,-4283,,-50,1653,69835,13381,16808,,9803,-824,50227,30656,15427,5995,A,-3635,-482,13714,-111,I,B,87
-35136,K,1391,7716,4446,-42653,46,D,-8789,B,1018,M,-11357,37316,-2307,-8381,-5482,-303,-11179,D,I,C,10294,A,-27418,P,F,,13781,62683,468,13720,-8294,A,29423,C,19719,-103311,-1911,1286,G,H,C,17719,-1235,B,B,1066,-7506,-6321,40234,151,2924,108209,21155,26063,-1557,14934,-1224,78115,47942,23607,8750,D,-5683,-1029,21354,-61,C,E,87
16220,B,-660,-3583,,19646,238,C,3950,,-423,A,5329,-17369,,3826,2633,253,5131,B,I,A,-4552,A,12612,B,A,14551,-6163,-29022,-37,-6437,3839,I,-13743,A,-9116,47555,1013,-746,J,J,E,-8071,346,G,A,-534,3386,2988,-18307,-44,-1420,-50132,-10099,-11704,840,-6821,594,-35991,-22079,-11083,-4194,B,2555,363,-9856,86,D,D,87
-17057,A,748,3727,2105,-20406,-38,A,-4200,A,484,K,-5301,18135,,-3976,,-113,-5550,B,I,,4831,A,,,E,-15503,7197,30490,,6582,-4034,A,14178,C,9308,-50742,-724,381,D,E,A,8745,-753,C,B,,-3724,-3354,19417,-95,1309,53415,9675,13160,-867,7437,-587,38308,23183,11629,4427,,-2902,-360,10560,,I,B,87
-1520,I,109,198,-126,-1724,-25,C,-322,A,-72,H,-519,1395,-546,-332,-25,-54,-421,B,G,E,360,A,-1512,A,B,-1203,856,2281,355,577,-135,H,1040,C,745,-4488,50,-61,B,L,G,634,-98,E,B,19,-163,-292,1676,-6,82,4344,188,1374,-83,805,-173,3181,1520,913,,A,-366,-54,816,172,J,M,87
-5082,I,231,1161,429,-6146,-92,,-1251,A,190,H,-1687,5301,-665,-1232,-621,-144,-1770,B,I,E,1793,A,-4302,N,A,-4567,2416,9139,562,2086,-1057,H,3999,C,2741,-15257,-262,103,,E,G,2472,-342,E,B,54,-1120,-974,5862,,144,15796,2618,4073,-227,2439,-260,11354,6635,3455,1457,A,-867,-227,3154,-14,J,P,87
-13854,A,374,3287,1503,-16768,-15,A,-3344,A,232,K,-4473,14938,-1038,-3372,-2185,-115,-4561,B,,E,4159,A,-11339,N,E,-12897,6065,24959,695,5514,-2998,H,11312,A,7651,,-537,239,D,E,A,7166,-670,L,B,492,-3097,-2699,16057,-58,955,43325,7878,11004,-509,6398,-655,31357,19000,9587,3816,A,-2363,-250,8639,-50,J,B,87
-8562,I,272,1825,871,-9942,-52,A,-2094,A,89,H,-2777,8869,-975,-2291,-1390,-115,-2827,,E,E,2669,A,-6707,N,E,-7528,3589,14517,554,3490,-1693,H,6982,C,4499,-24697,-270,236,B,E,A,4237,,L,B,384,-1732,-1481,9388,45,212,25128,4322,6362,-398,3715,-285,18421,10704,5569,,A,-1411,-118,5318,-4,J,P,87
8131,B,-286,-1738,-1117,10352,-10,C,1898,A,-321,L,2556,-8757,33,,1367,,2547,B,A,A,-2258,A,6381,B,G,7418,-3154,,69,-3108,2365,I,-7147,A,-4934,24206,721,-371,J,L,G,-4382,159,G,A,-144,1603,1960,-9615,438,-847,,-5476,,271,-3267,277,-18675,-11939,-5610,-2232,B,1356,262,-5045,-36,D,M,87
23688,H,-964,-5343,-3128,28859,200,F,5925,A,-469,D,7629,-25050,1501,5475,3715,-144,7779,B,E,A,-6690,A,18850,G,A,21533,-9394,-42601,-452,-9261,,I,-20087,A,-13072,69866,1453,-845,F,J,E,-12209,850,P,A,-783,4954,4442,-27263,336,-2196,-73452,-14037,-17979,1114,,861,-53135,-32647,-15973,-6246,,3829,644,-14452,-238,A,I,87
-23831,A,821,5273,2916,-28863,-78,E,-5783,B,615,K,-7634,25671,-1465,-5383,-3593,-389,-7870,D,G,E,7173,A,-18879,J,B,-21556,9802,42966,409,9620,-5702,A,19945,C,13442,-70246,-1242,931,D,D,A,12142,-693,C,B,611,-4962,-4551,27503,-13,1662,74031,14391,17724,-1170,10118,-964,53428,32844,16288,6021,A,-3774,-567,14726,-290,C,B,87
22665,H,-811,-4889,-2920,27666,37,F,5454,A,-491,A,7225,-24031,,5245,3683,165,7311,B,C,A,-6145,A,17623,G,,20100,-8791,-40368,-245,-8782,5600,I,-19184,C,-12792,66215,1169,-1054,,J,E,-11553,704,P,A,-474,4594,4158,-25948,29,-2163,-69877,-13701,-16836,1033,-9460,880,-50238,-31097,-15182,-5764,B,3612,579,-13690,-85,A,I,87
-36000,K,1344,7992,4344,-43559,22,E,-8878,B,970,M,-11763,38251,-2509,-8691,-5417,-224,-11733,D,D,C,10582,A,-28488,P,,-32511,14743,63953,1211,14314,-8370,A,29877,C,19779,-106174,-1706,1181,G,H,C,18392,-1100,B,B,1152,-7973,-6668,41041,212,2769,110952,20731,27026,-1558,15584,-1392,80058,48624,24240,9189,D,-5827,-811,21981,63,C,E,87
-11822,I,331,2529,1528,-14647,37,A,-2850,,559,H,-4035,12713,-732,-2622,-1908,-345,-3870,B,I,E,,A,-9348,N,A,,4864,21420,210,,-2704,H,9722,C,6860,-35227,-615,535,D,E,A,6266,-497,L,B,239,-2697,-2064,13614,-133,631,,7119,8724,-477,5080,-528,26624,16428,8228,3028,A,-2007,-165,7329,-317,I,P,87
37398,E,-1342,-8014,-4593,45521,-189,B,9522,C,-1006,O,11954,-39885,2172,8479,5861,116,12227,A,D,A,-10531,A,29263,L,G,33876,-14846,-67330,,-14673,9457,E,,A,-21038,110207,2084,-1371,F,A,F,-19424,1223,D,A,-1114,7657,7189,-43035,357,-3433,-116254,-22622,-27878,1788,-15803,1233,-83688,-51806,-25194,,B,6257,887,-22771,-228,H,O,87
-1605,I,53,314,,-1829,183,C,-479,A,-192,L,-322,1576,-354,-532,-243,-17,-552,B,I,,646,A,,A,B,-1515,1084,2729,465,757,-20,H,1218,C,691,-4811,158,-59,B,,G,795,-225,E,B,-52,-646,-454,1977,40,-48,4828,509,1399,-63,870,,3445,1901,989,541,A,-327,82,953,-75,J,M,87
25352,H,-1184,-5542,-3551,31026,-59,F,6340,A,-728,D,8388,-27089,1448,5900,4051,40,8298,B,A,A,-6944,,19806,G,G,22829,-9674,-45512,-78,-9660,6329,E,-21378,A,-14283,74527,1444,-1060,F,J,E,-12921,779,P,A,-758,5177,,-29098,,-2393,-78533,-15506,-18574,1065,-10660,1065,-56809,-35071,-17132,-6457,B,3996,627,-15401,-103,H,I,87
-10619,I,392,2327,1180,-12759,15,,-2762,A,253,H,-3539,11416,-872,-2617,-1670,-191,-3511,B,I,E,3462,A,-8580,N,B,-9953,4455,18936,611,4330,-2375,H,8555,C,5602,-31824,-422,,B,E,A,5389,-546,L,B,174,-2478,-1986,12421,11,855,32897,5749,8239,-350,4786,-456,23772,14125,7162,2731,A,-1878,-582,6571,-84,J,P,87
,H,-1055,-6352,-3662,,101,F,7533,C,-751,D,9606,-31082,1537,,4662,96,9554,A,A,A,-8332,A,,G,C,26501,-11429,-52512,-151,-11335,7320,E,-24801,C,-16593,86089,1671,-1175,F,A,E,-15097,920,P,A,-887,5942,5489,-33659,200,-2306,-90939,-18009,-21561,1377,-12188,1226,-65567,-40655,-19845,-7621,B,4831,625,-17931,-298,H,I,87
20441,H,-985,-4427,,,-88,F,5179,A,-555,D,6708,-21725,1185,4764,3340,-157,6526,B,D,A,-5856,A,16036,G,G,18269,-8100,-36651,-396,-7802,5210,I,,A,-11412,60338,1148,-679,J,J,E,-10507,695,G,A,-599,4250,4121,-23480,140,-1901,-63543,-12179,-15302,1008,-8542,800,-45634,-27998,-13634,-5467,B,3373,452,-12374,-70,H,I,87
35421,H,-1509,-7734,-4384,42950,138,F,8867,C,-851,O,11462,-37556,2322,8012,5517,-255,11585,A,G,A,-9869,A,28181,K,G,31897,-14213,-63489,-1216,-13943,8670,E,-29681,,-19504,104380,1959,-1066,,A,E,-18306,1402,D,A,-924,7401,6851,-40708,402,-3114,-110105,-20511,-26772,1753,-15031,1512,-78995,-48625,-23941,-9274,B,5879,858,-21396,-540,H,O,87
-5705,I,,1275,447,-6846,4,A,-1292,A,213,H,-1878,5959,-815,-1617,-948,-49,-1806,B,F,E,1928,A,-4777,A,A,-5206,2713,10154,486,2567,-859,H,4388,C,3014,-16725,-189,68,B,E,G,2876,-397,L,B,,-1405,-866,6486,49,306,17336,3121,4376,-263,2579,-224,12532,,3789,1467,A,-1074,-103,3364,37,J,P,87
-23730,A,965,5258,2837,-28583,-104,A,-5774,B,585,K,-7679,25252,-1777,-5829,-3777,-234,-7600,D,D,E,7185,A,-18921,J,B,-21568,9968,42442,758,9542,-5471,A,19538,C,12873,-70154,-1037,708,D,D,A,12057,-1003,C,B,851,-5155,-4305,,208,1886,73551,13545,18117,-944,10282,-879,52907,32020,16104,6092,A,-3897,-495,14332,-159,C,B,88
-40323,K,1491,8845,4822,-48474,-210,E,-9938,B,1047,F,-12934,42966,,-9565,-6200,-259,,D,J,C,11875,,-32302,H,B,-36755,16798,72167,1072,15905,-9464,G,33571,C,22411,-118985,-1916,1142,G,H,C,20701,-1489,J,B,1174,-8781,-7447,46368,-308,3195,124928,23596,30432,-1751,17735,-1621,90021,55054,27449,,D,-6804,-988,24868,-9,B,N,88
,I,-34,-123,-235,1611,47,C,225,A,-33,L,302,-1344,-276,-0,186,-261,304,B,I,E,,A,438,A,G,1019,-36,-2293,402,-392,648,H,-1465,C,-885,3155,333,-294,B,L,G,-621,-196,E,B,51,300,,-1468,173,-206,-3950,-1262,-824,263,-214,-166,-2828,-2273,-767,-261,A,145,19,-751,-93,J,M,88
-21230,A,803,4852,,-25577,,E,-5174,B,444,K,-6863,22563,-1504,-5044,-3187,-382,-6845,D,,E,6505,A,,J,B,-19052,8419,37547,490,8518,-4666,A,17529,C,11896,-62044,-1149,773,D,D,A,10640,-818,C,,532,-4533,-3607,24176,61,1362,64941,12757,15593,-846,9238,-927,46684,28674,14330,5553,A,-3594,-607,13119,-219,I,B,88
-12386,I,91,2785,1378,-14620,5,A,-2952,A,285,H,-4130,12890,-1098,-3025,,-121,-4058,B,E,E,3639,A,-9853,N,A,-11324,5048,,,4935,-2558,H,9937,C,6525,-36140,-632,419,D,E,A,6213,,L,B,446,-2795,-2095,14011,96,726,37492,6835,9268,-376,5699,-363,26951,16231,8282,3000,A,-1902,-252,7414,-112,J,P,88
-9542,I,351,2169,1082,-11376,,A,,A,91,H,-3162,10052,-758,-2320,-1453,-149,-3148,B,F,E,3028,A,-7382,N,A,-8823,4065,16942,598,3869,-1863,H,7660,,5220,-28287,-219,304,B,E,A,4845,-358,L,B,278,-2254,-1615,11109,264,423,29433,,7355,-273,,-320,21215,,6323,2473,A,,-295,5696,27,J,P,88
13809,B,-754,-2876,-1847,16994,116,,3398,A,-338,A,4475,-14653,422,3060,2164,61,4555,B,G,A,-3907,A,10735,B,G,12364,-5168,-25210,24,-5317,3485,I,,A,-7951,40603,1018,-502,J,L,G,-7205,363,G,A,-443,2712,2761,-15890,-61,-1371,-43042,,-10157,674,-5634,513,-30967,-19308,-9365,-3594,B,2324,282,-8412,-99,A,D,88
46463,E,-1818,-10112,-5919,56635,-63,B,11554,,-1299,O,,-49440,2645,10761,7094,387,15380,A,I,D,-13260,A,36495,L,C,41975,-18442,-83571,-775,-18057,11557,D,-39171,A,-26182,136853,2713,-1744,E,K,F,-23807,1374,O,A,-1289,9762,8733,-53556,207,-4093,-144195,-28269,-34598,2025,-19762,1462,-103770,-64095,-31497,-12065,E,7427,1179,-28210,-103,K,L,88
,B,-361,-1406,-951,9125,5,C,1728,A,-270,L,2170,-7838,421,1432,1014,-147,2490,,I,A,-2008,A,5930,B,A,6688,-2892,-13229,7,-2801,1769,I,-6554,A,-4093,,555,-253,J,L,G,-3981,243,E,,-253,1412,1461,-8511,309,-842,-23464,-4673,-5788,136,-3069,350,-16476,-10327,-4805,-1951,B,1215,81,-4617,-294,,M,88
-31185,K,1205,6875,3880,-38192,46,E,-7730,B,879,M,-10110,33404,-2535,-7540,-4888,-321,-10236,D,C,E,,A,-24961,P,E,-28509,12918,56134,949,12624,-7311,A,26012,C,17028,,-1399,935,G,H,C,15956,-1166,B,B,1131,-6558,-5879,36169,25,2334,97051,18237,23571,-1209,,-1287,70006,,21378,8021,A,-5145,-797,19154,-170,C,,88
34877,H,-1389,,-4567,42812,-144,B,8640,C,-811,O,11401,-37304,2033,8264,5393,221,11408,A,I,A,-9950,A,27495,K,G,,-13587,-62892,-387,-13605,8672,E,-29718,A,-19967,103206,1988,-1379,F,,E,-17905,1173,D,A,-1119,7294,6623,-40262,68,-3123,-108784,-21102,-26066,1571,-14653,1306,-78208,-48197,-23681,-9086,B,5629,901,-21301,-148,H,O,88
8500,B,,-1733,-1061,10570,-28,C,2158,,-337,,2711,-9183,300,1671,1410,107,2664,B,F,A,-2206,A,6285,,A,7670,-3038,-15260,294,-3100,2320,I,-7285,C,-4932,24599,638,-411,J,L,G,-4420,111,G,A,-277,1767,1602,-9721,148,-863,-26416,-5516,-6176,377,-3483,328,-18959,-12130,-5798,-2170,B,1502,235,-5042,-131,D,M,88
-6516,,175,1643,619,-7706,-84,A,-1689,,168,H,,6989,,-1706,-1046,-86,-2215,B,F,E,2318,A,-5096,N,A,-6153,3023,11410,370,2752,-1349,H,5316,A,3739,-19369,,317,B,E,G,3205,-40,L,B,307,-1285,-968,7615,171,222,20187,3940,4713,-140,2998,-437,14549,8849,4367,1387,A,-1023,-89,4006,-129,J,P,88
-2856,I,220,722,423,-3360,-97,A,-580,A,82,H,-833,2997,-327,-558,-493,21,,B,F,E,1163,A,-2337,A,A,-2823,1446,4932,291,1291,,H,2334,C,1490,-8263,-135,-192,B,L,G,1545,-241,E,B,6,-654,-422,,29,29,8788,1431,2268,-15,1294,-20,6209,3808,1861,880,A,-638,-108,1684,-168,J,P,88
-16819,A,685,3769,1893,-20385,-124,A,-4295,A,500,K,-5397,18044,-1283,-4075,-2644,,-5625,B,I,E,4987,A,-13459,J,B,-15542,7060,30117,700,6740,-4090,A,13921,A,9199,-50012,-810,471,D,E,A,8723,-462,C,B,314,-3620,-3228,19619,-4,1467,,9700,12922,-906,7364,-738,37794,22982,11431,4426,A,-2809,-298,10377,125,I,B,88
-20061,A,657,4536,2373,-24436,-77,A,-5056,B,622,K,-6458,21371,-1688,-5287,-3011,-119,-6410,D,G,,6035,A,-15964,J,A,-18354,8605,35766,839,8075,-4548,A,16791,C,10946,-59527,-865,683,D,D,A,10263,-876,C,B,631,-4685,-3611,23122,46,1692,,11206,15025,-1054,8908,-765,44891,27009,13700,5302,A,-3376,-519,12376,-142,I,B,88
31577,H,-1263,-6915,-4070,38709,42,F,7891,C,-840,D,10409,-33793,1735,7135,5021,329,10214,A,I,A,-8878,A,24902,K,G,28440,-12362,-56886,-337,-12171,,E,,A,-17805,93156,1856,-1116,F,A,E,-16289,1021,D,A,-975,6772,5975,-36505,58,-2804,-98476,-19104,-23471,1558,,1173,-70789,-43793,-21444,-8213,B,5175,753,-19319,-83,H,I,88
3179,I,-157,-539,-575,4140,102,C,545,A,-88,L,1035,-3338,-280,613,457,-133,985,,I,E,-578,A,2330,A,A,2816,-828,-5863,399,-1186,1127,I,-2974,A,-2111,,246,-255,B,L,G,-1583,13,E,A,154,432,953,-3624,-15,,-9981,-2504,-2190,,-986,28,-7240,-4834,-2185,-748,A,378,52,-1922,-25,D,M,88
-11333,I,461,2510,1109,-13446,100,A,-2967,A,333,H,-3548,11941,-1030,-2941,-1697,75,-3667,B,G,,,A,-9059,N,B,-10348,4936,19903,,4524,-2436,H,9426,C,5984,-33575,-534,196,B,E,A,5740,-532,L,,499,-2529,-2066,12941,,754,34833,6071,8751,-512,5141,-283,25125,14974,7522,2818,A,-1741,-245,7041,-27,I,P,88
-10284,I,310,2307,1114,-12387,,A,-2708,A,347,H,-3383,11036,-778,-2408,-1679,75,-3096,B,J,E,3015,A,-8541,N,A,-9703,4590,18538,536,4119,-2248,H,8337,,5796,-30720,-441,,B,E,A,5357,-404,L,B,127,-2092,-2003,12116,-122,683,32335,5792,8199,-323,4599,-399,23445,13980,7073,2750,A,-2006,-298,6356,203,J,P,88
-589,,152,138,22,-450,-149,C,-154,A,7,H,,487,-493,-348,-116,83,-122,,G,E,341,A,-576,A,A,,,947,406,443,168,H,324,A,70,-1759,260,-159,B,E,G,182,-180,E,,100,-189,84,516,90,-12,1519,-316,710,40,335,-70,1098,227,525,145,A,-106,-68,255,-50,J,M,88
-8295,,239,2008,1014,-9831,29,A,-2129,A,205,H,-2694,8613,-981,-2140,-1212,206,-2608,B,I,E,2154,A,-6840,N,,-7600,3615,14420,603,3243,-1727,H,6831,C,4282,-24387,-167,237,B,E,A,4090,-276,L,B,282,-2011,-1544,9395,235,488,,4337,6251,-362,,-380,18203,10613,5445,2388,A,-1199,-179,4966,47,J,P,88
8258,B,-269,-1797,-1091,9996,-101,C,1977,A,-159,L,2546,-8766,331,1762,1179,209,2742,B,F,A,-2364,A,6166,B,A,7150,-3303,-14907,188,-3408,2263,I,-7015,A,-4759,23798,553,-435,J,L,G,,255,G,A,-306,1663,1663,-9339,285,-750,-25322,-5417,-6131,,-3229,306,-18421,-11739,-5596,-2224,B,1341,79,-4975,67,D,M,88
31534,H,-974,-6775,-4065,38508,-122,F,7911,C,-799,D,10171,-33841,1630,7233,4915,,10110,A,G,A,,A,24750,K,A,28365,-12189,-56958,-430,-12224,7816,E,-26691,A,-17708,93003,1903,-1313,F,A,E,-16588,1120,D,A,-999,6705,5909,-36251,53,-2767,-98210,-19265,-23126,1433,-13273,1146,-70544,-43887,-21376,-8351,B,5281,684,-19364,-70,H,I,88
-349,I,-29,,19,-537,-11,,-38,A,,H,8,361,85,-144,-0,-184,-50,B,F,E,126,A,-210,A,B,-212,7,552,-205,-4,-125,H,219,A,220,-832,22,-120,B,L,,309,33,E,A,232,,-111,397,-59,18,894,601,,95,65,-117,531,540,213,43,A,-54,30,319,-80,J,M,88
-3767,I,169,1048,412,-4463,192,A,-1023,A,-68,H,-1288,4200,-414,-1197,-559,-46,-1189,B,G,E,1208,A,,N,B,-3646,1637,,376,1486,-673,H,,C,2137,-11244,-143,-75,,E,G,1947,-296,E,B,187,-914,-707,4364,221,194,11727,2120,2942,-183,1537,-44,8397,4923,2622,917,A,-546,-175,2344,11,J,P,88
10469,B,-475,-2253,-1302,12729,-20,C,2742,A,-272,L,3325,-11192,550,2528,1517,113,3273,B,F,A,-2929,A,8000,B,A,9517,-3953,-18859,-175,,,I,-8721,A,-5937,30619,,-528,J,J,G,-5339,438,G,A,,2205,1955,-11849,79,-883,-32252,-6529,-7466,388,-4402,340,-23134,-14296,-7020,-2750,B,1617,318,-6278,46,D,D,88
31358,H,,-6815,-3762,38176,37,F,7766,C,-865,D,10108,-33321,1682,7232,,211,10150,A,F,A,-9111,A,24602,K,G,28519,-12690,-56178,,-12277,7671,E,-26199,D,-17459,92473,1791,,F,A,E,-16083,1185,P,A,-912,6768,5851,-36039,381,-2601,-97514,-18709,-23492,1555,-13279,1131,-70315,-43175,-21434,-8241,B,5219,879,-19135,-2,H,O,88
-5502,,208,1163,705,-6814,18,A,-1527,A,176,,-1767,5852,-308,-1339,-748,92,-1776,B,I,E,1509,A,-4379,N,B,,2134,9633,33,2032,-1365,H,4556,D,3131,-16172,-273,-5,B,E,G,2725,-251,,,260,-1053,-1156,6311,129,,17094,3277,4203,-306,2234,-256,12082,7270,3642,,A,-938,-101,3150,102,J,P,88
